subject_id	source_language	translation_language	source_value	predicate_id	translation_value	translation_status
HP:0003457	en	en	EMG abnormality	rdfs:label	EMG abnormality	OFFICIAL
HP:0003447	en	en	Axonal loss	rdfs:label	Axonal loss	OFFICIAL
HP:0003448	en	en	Decreased sensory nerve conduction velocity	rdfs:label	Decreased sensory nerve conduction velocity	OFFICIAL
HP:0040132	en	en	Abnormal sensory nerve conduction velocity	rdfs:label	Abnormal sensory nerve conduction velocity	OFFICIAL
HP:0003450	en	en	Axonal regeneration	rdfs:label	Axonal regeneration	OFFICIAL
HP:0003451	en	en	Increased rate of premature chromosome condensation	rdfs:label	Increased rate of premature chromosome condensation	OFFICIAL
HP:0011019	en	en	Abnormality of chromosome condensation	rdfs:label	Abnormality of chromosome condensation	OFFICIAL
HP:0003452	en	en	Increased serum iron	rdfs:label	Increased serum iron	OFFICIAL
HP:0040130	en	en	Abnormal serum iron concentration	rdfs:label	Abnormal serum iron concentration	OFFICIAL
HP:0003453	en	en	Antineutrophil antibody positivity	rdfs:label	Antineutrophil antibody positivity	OFFICIAL
HP:0003454	en	en	Platelet antibody positive	rdfs:label	Platelet antibody positive	OFFICIAL
HP:0003455	en	en	Elevated circulating long chain fatty acid concentration	rdfs:label	Elevated circulating long chain fatty acid concentration	OFFICIAL
HP:0003456	en	en	Low urinary cyclic AMP response to PTH administration	rdfs:label	Low urinary cyclic AMP response to PTH administration	OFFICIAL
HP:0003458	en	en	EMG: myopathic abnormalities	rdfs:label	EMG: myopathic abnormalities	OFFICIAL
HP:0003459	en	en	Polyclonal elevation of IgM	rdfs:label	Polyclonal elevation of IgM	OFFICIAL
HP:0003460	en	en	Decreased circulating total IgA	rdfs:label	Decreased circulating total IgA	OFFICIAL
HP:0003461	en	en	Increased urinary O-linked sialopeptides	rdfs:label	Increased urinary O-linked sialopeptides	OFFICIAL
HP:0003462	en	en	Elevated 8-dehydrocholesterol	rdfs:label	Elevated 8-dehydrocholesterol	OFFICIAL
HP:0003463	en	en	Increased extraneuronal autofluorescent lipopigment	rdfs:label	Increased extraneuronal autofluorescent lipopigment	OFFICIAL
HP:0003464	en	en	obsolete Abnormal cholesterol homeostasis	rdfs:label	obsolete Abnormal cholesterol homeostasis	OFFICIAL
HP:0003465	en	en	Elevated 8(9)-cholestenol	rdfs:label	Elevated 8(9)-cholestenol	OFFICIAL
HP:0003466	en	en	Paradoxical increased cortisol secretion on dexamethasone suppression test	rdfs:label	Paradoxical increased cortisol secretion on dexamethasone suppression test	OFFICIAL
HP:0003467	en	en	Atlantoaxial instability	rdfs:label	Atlantoaxial instability	OFFICIAL
HP:0003469	en	en	Peripheral dysmyelination	rdfs:label	Peripheral dysmyelination	OFFICIAL
HP:0003472	en	en	Hypocalcemic tetany	rdfs:label	Hypocalcemic tetany	OFFICIAL
HP:0003473	en	en	Fatigable weakness	rdfs:label	Fatigable weakness	OFFICIAL
HP:0003481	en	en	Segmental peripheral demyelination/remyelination	rdfs:label	Segmental peripheral demyelination/remyelination	OFFICIAL
HP:0003482	en	en	EMG: axonal abnormality	rdfs:label	EMG: axonal abnormality	OFFICIAL
HP:0003484	en	en	Upper limb muscle weakness	rdfs:label	Upper limb muscle weakness	OFFICIAL
HP:0003487	en	en	Babinski sign	rdfs:label	Babinski sign	OFFICIAL
HP:0003489	en	en	Acute episodes of neuropathic symptoms	rdfs:label	Acute episodes of neuropathic symptoms	OFFICIAL
HP:0003490	en	en	obsolete Defective dehydrogenation of isovaleryl CoA and butyryl CoA	rdfs:label	obsolete Defective dehydrogenation of isovaleryl CoA and butyryl CoA	OFFICIAL
HP:0003491	en	en	Elevated urine pyrophosphate	rdfs:label	Elevated urine pyrophosphate	OFFICIAL
HP:0003492	en	en	High urinary gonadotropin level	rdfs:label	High urinary gonadotropin level	OFFICIAL
HP:0003493	en	en	Antinuclear antibody positivity	rdfs:label	Antinuclear antibody positivity	OFFICIAL
HP:0003494	en	en	obsolete Loss of heterozygosity, multiple chromosomes	rdfs:label	obsolete Loss of heterozygosity, multiple chromosomes	OFFICIAL
HP:0003495	en	en	GM2-ganglioside accumulation	rdfs:label	GM2-ganglioside accumulation	OFFICIAL
HP:0003496	en	en	Increased circulating IgM level	rdfs:label	Increased circulating IgM level	OFFICIAL
HP:0003498	en	en	Disproportionate short stature	rdfs:label	Disproportionate short stature	OFFICIAL
HP:0003502	en	en	Mild short stature	rdfs:label	Mild short stature	OFFICIAL
HP:0003508	en	en	Proportionate short stature	rdfs:label	Proportionate short stature	OFFICIAL
HP:0003510	en	en	Severe short stature	rdfs:label	Severe short stature	OFFICIAL
HP:0003513	en	en	Reduced ratio of renal calcium clearance to creatinine clearance	rdfs:label	Reduced ratio of renal calcium clearance to creatinine clearance	OFFICIAL
HP:0003514	en	en	Deficiency or absence of cytochrome b(-245)	rdfs:label	Deficiency or absence of cytochrome b(-245)	OFFICIAL
HP:0003517	en	en	Birth length greater than 97th percentile	rdfs:label	Birth length greater than 97th percentile	OFFICIAL
HP:0003521	en	en	Disproportionate short-trunk short stature	rdfs:label	Disproportionate short-trunk short stature	OFFICIAL
HP:0003524	en	en	Decreased methionine synthase activity	rdfs:label	Decreased methionine synthase activity	OFFICIAL
HP:0003526	en	en	Orotic acid crystalluria	rdfs:label	Orotic acid crystalluria	OFFICIAL
HP:0003527	en	en	Hyperprostaglandinuria	rdfs:label	Hyperprostaglandinuria	OFFICIAL
HP:0003528	en	en	Elevated circulating calcitonin concentration	rdfs:label	Elevated circulating calcitonin concentration	OFFICIAL
HP:0003529	en	en	Parathormone-independent increased renal tubular calcium reabsorption	rdfs:label	Parathormone-independent increased renal tubular calcium reabsorption	OFFICIAL
HP:0003530	en	en	Elevated circulating glutaric acid concentration	rdfs:label	Elevated circulating glutaric acid concentration	OFFICIAL
HP:0003532	en	en	Ornithinuria	rdfs:label	Ornithinuria	OFFICIAL
HP:0003533	en	en	Reduced acetaldehyde dehydrogenase level	rdfs:label	Reduced acetaldehyde dehydrogenase level	OFFICIAL
HP:0003534	en	en	Reduced xanthine dehydrogenase level	rdfs:label	Reduced xanthine dehydrogenase level	OFFICIAL
HP:0003535	en	en	3-Methylglutaconic aciduria	rdfs:label	3-Methylglutaconic aciduria	OFFICIAL
HP:0003536	en	en	Decreased fumarate hydratase activity	rdfs:label	Decreased fumarate hydratase activity	OFFICIAL
HP:0003537	en	en	Hypouricemia	rdfs:label	Hypouricemia	OFFICIAL
HP:0003538	en	en	Increased iduronate sulfatase level	rdfs:label	Increased iduronate sulfatase level	OFFICIAL
HP:0003540	en	en	Impaired platelet aggregation	rdfs:label	Impaired platelet aggregation	OFFICIAL
HP:0003541	en	en	Urinary glycosaminoglycan excretion	rdfs:label	Urinary glycosaminoglycan excretion	OFFICIAL
HP:0003542	en	en	Increased serum pyruvate	rdfs:label	Increased serum pyruvate	OFFICIAL
HP:0003546	en	en	Exercise intolerance	rdfs:label	Exercise intolerance	OFFICIAL
HP:0003547	en	en	Shoulder girdle muscle weakness	rdfs:label	Shoulder girdle muscle weakness	OFFICIAL
HP:0003548	en	en	Subsarcolemmal accumulations of abnormally shaped mitochondria	rdfs:label	Subsarcolemmal accumulations of abnormally shaped mitochondria	OFFICIAL
HP:0003549	en	en	Abnormality of connective tissue	rdfs:label	Abnormality of connective tissue	OFFICIAL
HP:0003550	en	en	Predominantly lower limb lymphedema	rdfs:label	Predominantly lower limb lymphedema	OFFICIAL
HP:0003551	en	en	Difficulty climbing stairs	rdfs:label	Difficulty climbing stairs	OFFICIAL
HP:0003552	en	en	Muscle stiffness	rdfs:label	Muscle stiffness	OFFICIAL
HP:0003553	en	en	obsolete Cellulitis due to immunodeficiency	rdfs:label	obsolete Cellulitis due to immunodeficiency	OFFICIAL
HP:0003554	en	en	Type 2 muscle fiber atrophy	rdfs:label	Type 2 muscle fiber atrophy	OFFICIAL
HP:0003555	en	en	Muscle fiber splitting	rdfs:label	Muscle fiber splitting	OFFICIAL
HP:0003557	en	en	Increased variability in muscle fiber diameter	rdfs:label	Increased variability in muscle fiber diameter	OFFICIAL
HP:0003558	en	en	Viral infection-induced rhabdomyolysis	rdfs:label	Viral infection-induced rhabdomyolysis	OFFICIAL
HP:0003559	en	en	Muscle hyperirritability	rdfs:label	Muscle hyperirritability	OFFICIAL
HP:0003560	en	en	Muscular dystrophy	rdfs:label	Muscular dystrophy	OFFICIAL
HP:0003561	en	en	Birth length less than 3rd percentile	rdfs:label	Birth length less than 3rd percentile	OFFICIAL
HP:0003562	en	en	Abnormal metaphyseal vascular invasion	rdfs:label	Abnormal metaphyseal vascular invasion	OFFICIAL
HP:0003563	en	en	Decreased LDL cholesterol concentration	rdfs:label	Decreased LDL cholesterol concentration	OFFICIAL
HP:0003564	en	en	Folate-dependent fragile site at Xq28	rdfs:label	Folate-dependent fragile site at Xq28	OFFICIAL
HP:0010964	en	en	Abnormal circulating long-chain fatty-acid concentration	rdfs:label	Abnormal circulating long-chain fatty-acid concentration	OFFICIAL
HP:0012067	en	en	Glycopeptiduria	rdfs:label	Glycopeptiduria	OFFICIAL
HP:0011096	en	en	Peripheral demyelination	rdfs:label	Peripheral demyelination	OFFICIAL
HP:0003690	en	en	Limb muscle weakness	rdfs:label	Limb muscle weakness	OFFICIAL
HP:0007256	en	en	Abnormal pyramidal sign	rdfs:label	Abnormal pyramidal sign	OFFICIAL
HP:0031828	en	en	Abnormal superficial reflex	rdfs:label	Abnormal superficial reflex	OFFICIAL
HP:0012029	en	en	Abnormal urine hormone level	rdfs:label	Abnormal urine hormone level	OFFICIAL
HP:0004345	en	en	Ganglioside accumulation	rdfs:label	Ganglioside accumulation	OFFICIAL
HP:0020074	en	en	Crystalluria	rdfs:label	Crystalluria	OFFICIAL
HP:0034902	en	en	Abnormal circulating calcitonin concentration	rdfs:label	Abnormal circulating calcitonin concentration	OFFICIAL
HP:0034202	en	en	Abnormal iduronate sulfatase concentration	rdfs:label	Abnormal iduronate sulfatase concentration	OFFICIAL
HP:0030402	en	en	Abnormal platelet aggregation	rdfs:label	Abnormal platelet aggregation	OFFICIAL
HP:0004366	en	en	Abnormality of glycolysis	rdfs:label	Abnormality of glycolysis	OFFICIAL
HP:0003800	en	en	Muscle abnormality related to mitochondrial dysfunction	rdfs:label	Muscle abnormality related to mitochondrial dysfunction	OFFICIAL
HP:0100295	en	en	Muscle fiber atrophy	rdfs:label	Muscle fiber atrophy	OFFICIAL
HP:0012084	en	en	Abnormality of skeletal muscle fiber size	rdfs:label	Abnormality of skeletal muscle fiber size	OFFICIAL
HP:0003565	en	en	Elevated erythrocyte sedimentation rate	rdfs:label	Elevated erythrocyte sedimentation rate	OFFICIAL
HP:0025021	en	en	Abnormal erythrocyte sedimentation rate	rdfs:label	Abnormal erythrocyte sedimentation rate	OFFICIAL
HP:0003566	en	en	Increased serum prostaglandin E2	rdfs:label	Increased serum prostaglandin E2	OFFICIAL
HP:0011023	en	en	Abnormal circulating prostaglandin circulation	rdfs:label	Abnormal circulating prostaglandin circulation	OFFICIAL
HP:0003568	en	en	Decreased glucosephosphate isomerase level	rdfs:label	Decreased glucosephosphate isomerase level	OFFICIAL
HP:0003570	en	en	Molybdenum cofactor deficiency	rdfs:label	Molybdenum cofactor deficiency	OFFICIAL
HP:0003571	en	en	Propionic acidemia	rdfs:label	Propionic acidemia	OFFICIAL
HP:0003572	en	en	Low plasma citrulline	rdfs:label	Low plasma citrulline	OFFICIAL
HP:0011965	en	en	Abnormal circulating citrulline concentration	rdfs:label	Abnormal circulating citrulline concentration	OFFICIAL
HP:0003573	en	en	Increased total bilirubin	rdfs:label	Increased total bilirubin	OFFICIAL
HP:0003574	en	en	Positive regitine blocking test	rdfs:label	Positive regitine blocking test	OFFICIAL
HP:0003575	en	en	Increased intracellular sodium	rdfs:label	Increased intracellular sodium	OFFICIAL
HP:0003674	en	en	Onset	rdfs:label	Onset	OFFICIAL
HP:0003581	en	en	Adult onset	rdfs:label	Adult onset	OFFICIAL
HP:0003584	en	en	Late onset	rdfs:label	Late onset	OFFICIAL
HP:0003587	en	en	Insidious onset	rdfs:label	Insidious onset	OFFICIAL
HP:0011008	en	en	Temporal pattern	rdfs:label	Temporal pattern	OFFICIAL
HP:0003593	en	en	Infantile onset	rdfs:label	Infantile onset	OFFICIAL
HP:0410280	en	en	Pediatric onset	rdfs:label	Pediatric onset	OFFICIAL
HP:0003596	en	en	Middle age onset	rdfs:label	Middle age onset	OFFICIAL
HP:0003606	en	en	Absent urinary urothione	rdfs:label	Absent urinary urothione	OFFICIAL
HP:0003607	en	en	4-hydroxyphenylacetic aciduria	rdfs:label	4-hydroxyphenylacetic aciduria	OFFICIAL
HP:0003609	en	en	Foam cells with lamellar inclusion bodies	rdfs:label	Foam cells with lamellar inclusion bodies	OFFICIAL
HP:0003651	en	en	Foam cells	rdfs:label	Foam cells	OFFICIAL
HP:0003610	en	en	Fibroblast metachromasia	rdfs:label	Fibroblast metachromasia	OFFICIAL
HP:0003653	en	en	Cellular metachromasia	rdfs:label	Cellular metachromasia	OFFICIAL
HP:0003612	en	en	Positive ferric chloride test	rdfs:label	Positive ferric chloride test	OFFICIAL
HP:0010893	en	en	Abnormal circulating phenylalanine concentration	rdfs:label	Abnormal circulating phenylalanine concentration	OFFICIAL
HP:0003613	en	en	Antiphospholipid antibody positivity	rdfs:label	Antiphospholipid antibody positivity	OFFICIAL
HP:0003614	en	en	Trimethylaminuria	rdfs:label	Trimethylaminuria	OFFICIAL
HP:0003616	en	en	Premature separation of centromeric heterochromatin	rdfs:label	Premature separation of centromeric heterochromatin	OFFICIAL
HP:0200024	en	en	Premature chromatid separation	rdfs:label	Premature chromatid separation	OFFICIAL
HP:0003621	en	en	Juvenile onset	rdfs:label	Juvenile onset	OFFICIAL
HP:0003623	en	en	Neonatal onset	rdfs:label	Neonatal onset	OFFICIAL
HP:0003634	en	en	Amyoplasia	rdfs:label	Amyoplasia	OFFICIAL
HP:0100854	en	en	Aplasia of the musculature	rdfs:label	Aplasia of the musculature	OFFICIAL
HP:0003635	en	en	Loss of subcutaneous adipose tissue in limbs	rdfs:label	Loss of subcutaneous adipose tissue in limbs	OFFICIAL
HP:0003637	en	en	Reduced 4-Hydroxyphenylpyruvate dioxygenase level	rdfs:label	Reduced 4-Hydroxyphenylpyruvate dioxygenase level	OFFICIAL
HP:0003639	en	en	Elevated urinary epinephrine level	rdfs:label	Elevated urinary epinephrine level	OFFICIAL
HP:0003640	en	en	CNS foam cells	rdfs:label	CNS foam cells	OFFICIAL
HP:0003641	en	en	Hemoglobinuria	rdfs:label	Hemoglobinuria	OFFICIAL
HP:0003642	en	en	Type I transferrin isoform profile	rdfs:label	Type I transferrin isoform profile	OFFICIAL
HP:0003643	en	en	Sulfite oxidase deficiency	rdfs:label	Sulfite oxidase deficiency	OFFICIAL
HP:0003645	en	en	Prolonged partial thromboplastin time	rdfs:label	Prolonged partial thromboplastin time	OFFICIAL
HP:0003646	en	en	Bicarbonaturia	rdfs:label	Bicarbonaturia	OFFICIAL
HP:0011279	en	en	Abnormality of urine bicarbonate level	rdfs:label	Abnormality of urine bicarbonate level	OFFICIAL
HP:0003647	en	en	Electron transfer flavoprotein-ubiquinone oxidoreductase defect	rdfs:label	Electron transfer flavoprotein-ubiquinone oxidoreductase defect	OFFICIAL
HP:0003648	en	en	Lacticaciduria	rdfs:label	Lacticaciduria	OFFICIAL
HP:0003649	en	en	Abnormality of glycoside metabolism	rdfs:label	Abnormality of glycoside metabolism	OFFICIAL
HP:0003652	en	en	Recurrent myoglobinuria	rdfs:label	Recurrent myoglobinuria	OFFICIAL
HP:0011020	en	en	Abnormality of mucopolysaccharide metabolism	rdfs:label	Abnormality of mucopolysaccharide metabolism	OFFICIAL
HP:0003654	en	en	Reduced dihydropyrimidine dehydrogenase level	rdfs:label	Reduced dihydropyrimidine dehydrogenase level	OFFICIAL
HP:0003655	en	en	Reduced level of N-acetylglucosaminyltransferase II	rdfs:label	Reduced level of N-acetylglucosaminyltransferase II	OFFICIAL
HP:0003656	en	en	Decreased beta-glucocerebrosidase level	rdfs:label	Decreased beta-glucocerebrosidase level	OFFICIAL
HP:0003657	en	en	Vascular granular osmiophilic material deposition	rdfs:label	Vascular granular osmiophilic material deposition	OFFICIAL
HP:0025015	en	en	Abnormal vascular morphology	rdfs:label	Abnormal vascular morphology	OFFICIAL
HP:0003658	en	en	Hypomethioninemia	rdfs:label	Hypomethioninemia	OFFICIAL
HP:0003665	en	en	Amyotrophy of the musculature of the pelvis	rdfs:label	Amyotrophy of the musculature of the pelvis	OFFICIAL
HP:0008988	en	en	Pelvic girdle muscle atrophy	rdfs:label	Pelvic girdle muscle atrophy	OFFICIAL
HP:0031797	en	en	Clinical course	rdfs:label	Clinical course	OFFICIAL
HP:0003676	en	en	Progressive	rdfs:label	Progressive	OFFICIAL
HP:0003679	en	en	Pace of progression	rdfs:label	Pace of progression	OFFICIAL
HP:0003677	en	en	Slowly progressive	rdfs:label	Slowly progressive	OFFICIAL
HP:0003678	en	en	Rapidly progressive	rdfs:label	Rapidly progressive	OFFICIAL
HP:0003680	en	en	Nonprogressive	rdfs:label	Nonprogressive	OFFICIAL
HP:0003682	en	en	Variable progression rate	rdfs:label	Variable progression rate	OFFICIAL
HP:0003683	en	en	obsolete Large beaked nose	rdfs:label	obsolete Large beaked nose	OFFICIAL
HP:0003687	en	en	Centrally nucleated skeletal muscle fibers	rdfs:label	Centrally nucleated skeletal muscle fibers	OFFICIAL
HP:0003688	en	en	Cytochrome C oxidase-negative muscle fibers	rdfs:label	Cytochrome C oxidase-negative muscle fibers	OFFICIAL
HP:0003689	en	en	Multiple mitochondrial DNA deletions	rdfs:label	Multiple mitochondrial DNA deletions	OFFICIAL
HP:0009141	en	en	Depletion of mitochondrial DNA in muscle tissue	rdfs:label	Depletion of mitochondrial DNA in muscle tissue	OFFICIAL
HP:0003691	en	en	Scapular winging	rdfs:label	Scapular winging	OFFICIAL
HP:0003693	en	en	Distal amyotrophy	rdfs:label	Distal amyotrophy	OFFICIAL
HP:0003694	en	en	Late-onset proximal muscle weakness	rdfs:label	Late-onset proximal muscle weakness	OFFICIAL
HP:0003696	en	en	Absent epiphysis of the distal phalanx of the 5th finger	rdfs:label	Absent epiphysis of the distal phalanx of the 5th finger	OFFICIAL
HP:0009198	en	en	Abnormality of the epiphysis of the distal phalanx of the 5th finger	rdfs:label	Abnormality of the epiphysis of the distal phalanx of the 5th finger	OFFICIAL
HP:0009382	en	en	Absent epiphyses of the 5th finger	rdfs:label	Absent epiphyses of the 5th finger	OFFICIAL
HP:0010246	en	en	Absent epiphyses of the distal phalanges of the hand	rdfs:label	Absent epiphyses of the distal phalanges of the hand	OFFICIAL
HP:0003697	en	en	Scapuloperoneal amyotrophy	rdfs:label	Scapuloperoneal amyotrophy	OFFICIAL
HP:0003698	en	en	Difficulty standing	rdfs:label	Difficulty standing	OFFICIAL
HP:0003700	en	en	Generalized amyotrophy	rdfs:label	Generalized amyotrophy	OFFICIAL
HP:0003704	en	en	Scapuloperoneal weakness	rdfs:label	Scapuloperoneal weakness	OFFICIAL
HP:0003707	en	en	Calf muscle pseudohypertrophy	rdfs:label	Calf muscle pseudohypertrophy	OFFICIAL
HP:0003710	en	en	Exercise-induced muscle cramps	rdfs:label	Exercise-induced muscle cramps	OFFICIAL
HP:0003713	en	en	Muscle fiber necrosis	rdfs:label	Muscle fiber necrosis	OFFICIAL
HP:0003715	en	en	Myofibrillar myopathy	rdfs:label	Myofibrillar myopathy	OFFICIAL
HP:0003716	en	en	Generalized muscular appearance from birth	rdfs:label	Generalized muscular appearance from birth	OFFICIAL
HP:0003717	en	en	Minimal subcutaneous fat	rdfs:label	Minimal subcutaneous fat	OFFICIAL
HP:0003758	en	en	Reduced subcutaneous adipose tissue	rdfs:label	Reduced subcutaneous adipose tissue	OFFICIAL
